Country,2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Sierra Leone,13.84 ,11.37 , 16.81,,12.74 ,10.71 , 15.25,,12.56 ,10.79 , 14.78,,11.94 ,10.30 , 13.87,,11.57 ,9.74 , 13.62,,11.13 ,9.50 , 12.98,,10.80 ,9.05 , 12.40,,10.41 ,8.64 , 12.23,,9.55 ,7.87 , 11.25,,9.15 ,7.60 , 10.71,,8.82 ,7.30 , 10.29,,8.16 ,6.72 , 9.66,,7.52 ,6.03 , 9.06,,7.54 ,6.02 , 9.19,,7.46 ,6.00 , 9.16,,7.15 ,5.64 , 8.99,,6.85 ,5.33 , 8.84,,6.42 ,4.85 , 8.40,,6.40 ,4.72 , 8.77,,6.26 ,4.63 , 8.48,,6.19 ,4.46 , 8.42,,5.29 ,3.51 , 7.97,,4.56 ,2.67 , 7.47,
Singapore,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Slovakia,15.54 ,12.84 , 18.24,"Children estimates were not available at the time of publication.",14.37 ,11.98 , 17.37,"Children estimates were not available at the time of publication.",13.44 ,11.29 , 16.13,"Children estimates were not available at the time of publication.",12.68 ,10.24 , 14.63,"Children estimates were not available at the time of publication.",11.45 ,9.25 , 13.66,"Children estimates were not available at the time of publication.",10.76 ,8.37 , 12.35,"Children estimates were not available at the time of publication.",9.78 ,7.97 , 11.96,"Children estimates were not available at the time of publication.",9.60 ,7.62 , 11.59,"Children estimates were not available at the time of publication.",9.70 ,7.58 , 11.82,"Children estimates were not available at the time of publication.",10.03 ,7.80 , 12.26,"Children estimates were not available at the time of publication.",10.38 ,8.10 , 12.91,"Children estimates were not available at the time of publication.",11.01 ,8.49 , 13.53,"Children estimates were not available at the time of publication.",11.70 ,9.03 , 14.58,"Children estimates were not available at the time of publication.",12.04 ,9.31 , 15.15,"Children estimates were not available at the time of publication.",12.28 ,9.21 , 15.51,"Children estimates were not available at the time of publication.",12.02 ,9.16 , 15.45,"Children estimates were not available at the time of publication.",11.59 ,8.79 , 14.78,"Children estimates were not available at the time of publication.",11.07 ,8.33 , 14.16,"Children estimates were not available at the time of publication.",10.40 ,7.72 , 13.39,"Children estimates were not available at the time of publication.",9.74 ,7.30 , 12.45,"Children estimates were not available at the time of publication.",9.01 ,6.78 , 11.41,"Children estimates were not available at the time of publication.",8.48 ,6.34 , 10.70,"Children estimates were not available at the time of publication.",7.03 ,5.33 , 9.01,"Children estimates were not available at the time of publication."
Slovenia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Somalia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
South Africa,15.01 ,10.55 , 20.45,,13.59 ,9.60 , 18.52,,12.39 ,8.77 , 16.69,,11.50 ,8.13 , 15.51,,10.82 ,7.64 , 14.51,,10.11 ,7.14 , 13.62,,9.21 ,6.45 , 12.57,,8.52 ,5.92 , 11.58,,7.86 ,5.47 , 10.67,,7.17 ,4.92 , 9.84,,6.52 ,4.58 , 9.01,,6.04 ,4.28 , 8.29,,5.48 ,3.89 , 7.53,,5.01 ,3.56 , 6.83,,4.56 ,3.25 , 6.22,,4.10 ,2.93 , 5.63,,3.69 ,2.63 , 5.05,,3.24 ,2.32 , 4.48,,2.91 ,2.08 , 4.03,,2.61 ,1.87 , 3.61,,2.47 ,1.77 , 3.42,,2.29 ,1.63 , 3.16,,2.13 ,1.51 , 2.98,
South Sudan,13.49 ,10.31 , 19.14,,12.36 ,9.47 , 17.11,,11.73 ,9.04 , 15.99,,12.02 ,9.22 , 15.86,,11.94 ,9.17 , 15.61,,10.81 ,8.34 , 14.06,,10.23 ,7.95 , 13.31,,10.33 ,7.92 , 13.20,,9.94 ,7.66 , 12.78,,10.22 ,7.86 , 13.06,,9.61 ,7.46 , 12.39,,9.27 ,7.07 , 11.98,,9.74 ,7.45 , 12.89,,9.52 ,7.16 , 12.45,,10.27 ,7.91 , 13.48,,9.27 ,7.04 , 12.32,,9.89 ,7.41 , 13.08,,9.27 ,6.70 , 12.76,,8.35 ,5.88 , 11.77,,7.58 ,5.20 , 11.08,,7.11 ,4.77 , 10.70,,6.97 ,4.57 , 10.80,,6.65 ,4.28 , 10.63,
Spain,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Sri Lanka,19.92 ,17.03 , 22.56,,17.57 ,15.09 , 19.90,,15.94 ,13.63 , 17.91,,14.38 ,12.30 , 16.18,,12.95 ,11.10 , 14.54,,11.63 ,10.02 , 13.04,,10.43 ,8.98 , 11.62,,9.54 ,8.23 , 10.60,,8.77 ,7.63 , 9.81,,8.16 ,7.11 , 9.12,,7.61 ,6.68 , 8.47,,7.29 ,6.38 , 8.05,,7.23 ,6.36 , 8.02,,7.09 ,6.24 , 7.87,,7.06 ,6.21 , 7.78,,6.71 ,5.91 , 7.46,,5.99 ,5.29 , 6.67,,5.23 ,4.60 , 5.82,,4.69 ,4.13 , 5.21,,4.35 ,3.84 , 4.85,,4.03 ,3.51 , 4.47,,3.62 ,3.18 , 4.04,,3.26 ,2.87 , 3.65,
Sudan,14.74 ,11.75 , 18.99,,13.88 ,11.02 , 17.47,,13.38 ,10.84 , 16.91,,12.84 ,10.42 , 16.01,,12.10 ,9.80 , 15.10,,11.81 ,9.66 , 14.54,,11.41 ,9.49 , 13.90,,11.14 ,9.32 , 13.50,,10.88 ,9.07 , 13.23,,10.10 ,8.34 , 12.43,,10.24 ,8.49 , 12.39,,10.21 ,8.59 , 12.37,,10.01 ,8.48 , 12.14,,9.61 ,8.00 , 11.87,,9.48 ,7.81 , 11.76,,9.32 ,7.51 , 11.58,,9.52 ,7.56 , 12.25,,9.41 ,7.12 , 11.94,,9.34 ,7.07 , 12.20,,9.56 ,7.12 , 12.57,,9.44 ,6.84 , 12.87,,10.00 ,7.07 , 14.15,,10.39 ,7.03 , 14.98,
Suriname,12.54 ,10.04 , 16.03,,11.83 ,9.41 , 15.29,,11.55 ,9.19 , 14.69,,11.26 ,8.90 , 14.23,,10.57 ,8.17 , 13.25,,9.58 ,7.27 , 12.00,,9.08 ,6.89 , 11.46,,8.70 ,6.55 , 11.07,,8.26 ,6.13 , 10.66,,7.96 ,5.96 , 10.32,,8.11 ,6.09 , 10.48,,7.65 ,5.72 , 9.97,,7.47 ,5.60 , 9.70,,6.73 ,5.08 , 8.80,,6.33 ,4.75 , 8.26,,5.96 ,4.44 , 7.97,,6.10 ,4.46 , 8.21,,6.02 ,4.42 , 8.18,,6.10 ,4.39 , 8.23,,6.20 ,4.42 , 8.44,,6.36 ,4.58 , 8.61,,6.03 ,4.31 , 8.17,,6.37 ,4.56 , 8.74,
Sweden,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Switzerland,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Syrian Arab Republic,13.50 ,9.50 , 21.50,,13.49 ,9.30 , 20.93,,13.04 ,9.13 , 20.00,,12.96 ,9.31 , 19.43,,13.16 ,9.40 , 18.80,,12.59 ,9.09 , 17.83,,11.73 ,8.64 , 16.36,,11.75 ,9.02 , 15.85,,12.34 ,9.71 , 16.54,,11.85 ,9.14 , 15.31,,11.63 ,9.07 , 14.65,,11.28 ,8.85 , 14.16,,11.70 ,9.05 , 14.57,,11.90 ,9.29 , 15.24,,11.00 ,8.50 , 14.25,,10.13 ,7.59 , 13.42,,9.51 ,7.07 , 12.93,,9.72 ,6.64 , 13.03,,9.07 ,6.05 , 12.53,,8.64 ,5.50 , 12.38,,9.04 ,5.61 , 13.38,,8.71 ,5.03 , 13.07,,8.33 ,4.55 , 12.88,
Tajikistan,71.43 ,<0.01 , 657.14,,68.18 ,4.55 , 309.09,,63.16 ,17.54 , 159.65,,57.94 ,26.19 , 111.11,,51.41 ,28.51 , 76.31,,45.81 ,30.93 , 59.07,,39.91 ,31.35 , 47.90,,35.08 ,30.14 , 40.21,,30.90 ,27.56 , 34.99,,27.58 ,24.82 , 31.04,,26.01 ,23.88 , 28.79,,22.86 ,21.11 , 24.89,,20.26 ,18.41 , 21.70,,18.03 ,16.42 , 19.35,,16.07 ,14.77 , 17.34,,14.46 ,13.48 , 15.49,,13.04 ,12.18 , 14.01,,11.58 ,10.89 , 12.31,,10.18 ,9.61 , 10.86,,9.21 ,8.61 , 9.86,,8.22 ,7.51 , 8.94,,7.34 ,6.56 , 8.17,,6.42 ,5.51 , 7.45,
Thailand,5.38 ,4.76 , 6.04,,4.93 ,4.35 , 5.53,,4.52 ,4.00 , 5.05,,4.14 ,3.66 , 4.64,,3.81 ,3.39 , 4.23,,3.40 ,3.05 , 3.75,,3.10 ,2.78 , 3.41,,2.87 ,2.58 , 3.14,,2.70 ,2.43 , 2.94,,2.57 ,2.33 , 2.80,,2.51 ,2.28 , 2.73,,2.43 ,2.20 , 2.64,,2.31 ,2.09 , 2.52,,2.22 ,2.01 , 2.43,,2.18 ,1.97 , 2.39,,2.06 ,1.85 , 2.26,,1.94 ,1.75 , 2.12,,1.86 ,1.67 , 2.03,,1.78 ,1.60 , 1.95,,1.73 ,1.56 , 1.90,,1.69 ,1.52 , 1.86,,1.66 ,1.49 , 1.83,,1.64 ,1.48 , 1.81,
Timor-Leste,15.71 ,11.22 , 20.95,,16.55 ,11.95 , 21.84,,16.17 ,11.70 , 21.28,,15.98 ,11.83 , 20.91,,15.26 ,11.40 , 19.85,,14.78 ,11.17 , 19.24,,14.17 ,10.63 , 18.36,,13.94 ,10.45 , 18.48,,13.41 ,10.41 , 17.55,,13.07 ,10.24 , 16.71,,12.94 ,10.28 , 16.24,,12.66 ,10.16 , 15.89,,12.09 ,9.72 , 14.92,,11.71 ,9.16 , 14.27,,11.07 ,8.65 , 13.58,,11.21 ,8.64 , 13.77,,10.37 ,8.03 , 12.89,,9.80 ,7.57 , 12.47,,9.81 ,7.36 , 12.51,,8.73 ,6.24 , 11.54,,8.17 ,5.65 , 11.07,,7.45 ,4.90 , 10.72,,6.51 ,3.98 , 10.21,
Togo,11.67 ,9.37 , 14.50,,10.39 ,8.51 , 12.71,,9.38 ,7.70 , 11.69,,8.76 ,7.21 , 10.79,,8.09 ,6.58 , 9.99,,7.67 ,6.30 , 9.60,,7.33 ,6.01 , 9.19,,7.22 ,5.91 , 8.95,,6.78 ,5.46 , 8.59,,6.33 ,5.06 , 8.04,,5.89 ,4.68 , 7.65,,5.03 ,3.79 , 6.71,,4.67 ,3.55 , 6.33,,4.51 ,3.40 , 6.21,,4.21 ,3.13 , 5.81,,4.29 ,3.19 , 5.89,,3.81 ,2.73 , 5.31,,3.67 ,2.63 , 5.21,,3.33 ,2.26 , 4.96,,2.92 ,1.81 , 4.37,,2.71 ,1.69 , 4.24,,2.54 ,1.53 , 4.18,,2.31 ,1.31 , 3.92,
Trinidad and Tobago,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Tunisia,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Türkiye,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,10.06 ,9.26 , 11.06,,9.99 ,9.35 , 10.97,,9.88 ,9.24 , 10.82,,9.86 ,9.18 , 10.83,,9.61 ,8.93 , 10.63,,9.36 ,8.75 , 10.49,,9.24 ,8.54 , 10.33,,9.03 ,8.35 , 9.94,,8.69 ,7.98 , 9.80,,8.49 ,7.83 , 9.57,,8.07 ,7.36 , 9.10,,7.56 ,6.83 , 8.61,,6.77 ,6.04 , 7.85,,6.29 ,5.53 , 7.32,,5.80 ,5.15 , 6.83,,5.40 ,4.82 , 6.41,,5.23 ,4.61 , 6.35,,4.72 ,4.10 , 5.84,,4.16 ,3.53 , 5.23,,3.92 ,3.32 , 4.99,,3.73 ,3.13 , 4.79,,3.74 ,3.12 , 4.88,,3.59 ,2.94 , 4.77,
Ukraine,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Arab Emirates,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
United Kingdom,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Republic of Tanzania,9.50 ,8.65 , 10.60,,9.13 ,8.43 , 10.34,,9.08 ,8.38 , 10.19,,8.91 ,8.16 , 9.91,,8.79 ,8.03 , 9.85,,8.64 ,8.00 , 9.69,,8.48 ,7.79 , 9.59,,7.94 ,7.21 , 9.02,,7.68 ,6.92 , 8.87,,7.36 ,6.56 , 8.53,,7.13 ,6.28 , 8.15,,7.10 ,6.28 , 8.10,,6.72 ,5.96 , 7.75,,6.34 ,5.55 , 7.43,,6.18 ,5.44 , 7.16,,5.80 ,5.09 , 6.70,,5.63 ,4.86 , 6.41,,4.87 ,4.26 , 5.74,,4.39 ,3.75 , 5.21,,3.74 ,3.14 , 4.51,,2.79 ,2.16 , 3.50,,2.26 ,1.73 , 2.89,,1.84 ,1.43 , 2.35,
United States,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Uruguay,11.52 ,9.79 , 12.94,,11.23 ,9.50 , 12.54,,10.94 ,9.26 , 12.14,,10.65 ,9.01 , 11.80,,10.33 ,8.81 , 11.51,,10.00 ,8.53 , 11.07,,9.72 ,8.36 , 10.75,,9.34 ,8.00 , 10.33,,9.04 ,7.79 , 9.96,,8.75 ,7.53 , 9.68,,8.43 ,7.18 , 9.34,,8.08 ,6.85 , 8.96,,7.82 ,6.62 , 8.69,,7.58 ,6.46 , 8.42,,7.26 ,6.18 , 8.12,,7.01 ,5.96 , 7.84,,6.70 ,5.67 , 7.55,,6.51 ,5.48 , 7.33,,6.25 ,5.23 , 7.04,,6.04 ,5.06 , 6.82,,5.83 ,4.87 , 6.60,,5.63 ,4.69 , 6.39,,5.41 ,4.50 , 6.15,
Uzbekistan,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Venezuela (Bolivarian Republic of),... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Viet Nam,16.13 ,14.26 , 18.21,,14.88 ,13.17 , 16.77,,13.89 ,12.26 , 15.64,,12.77 ,11.26 , 14.37,,11.62 ,10.20 , 13.03,,10.53 ,9.26 , 11.79,,9.49 ,8.31 , 10.59,,8.64 ,7.57 , 9.65,,7.92 ,6.94 , 8.80,,7.25 ,6.37 , 8.06,,6.70 ,5.91 , 7.44,,6.22 ,5.49 , 6.89,,5.69 ,5.04 , 6.28,,5.25 ,4.64 , 5.75,,4.91 ,4.37 , 5.36,,4.53 ,4.04 , 4.90,,4.07 ,3.65 , 4.38,,3.76 ,3.36 , 4.05,,3.49 ,3.12 , 3.77,,3.16 ,2.83 , 3.43,,2.86 ,2.56 , 3.13,,2.63 ,2.35 , 2.87,,2.50 ,2.23 , 2.74,
Yemen,14.58 ,13.44 , 15.45,,14.47 ,13.29 , 15.28,,14.33 ,13.19 , 15.12,,14.20 ,13.09 , 14.93,,14.08 ,12.99 , 14.80,,13.93 ,12.88 , 14.67,,13.82 ,12.78 , 14.57,,13.66 ,12.66 , 14.44,,13.27 ,12.29 , 14.01,,12.83 ,11.88 , 13.54,,12.48 ,11.53 , 13.24,,12.06 ,11.19 , 12.77,,11.76 ,10.87 , 12.49,,11.54 ,10.72 , 12.26,,11.23 ,10.40 , 11.90,,10.81 ,10.02 , 11.46,,10.53 ,9.75 , 11.17,,10.07 ,9.34 , 10.65,,9.75 ,9.03 , 10.32,,9.42 ,8.76 , 9.99,,9.12 ,8.48 , 9.63,,8.87 ,8.25 , 9.39,,8.52 ,7.90 , 9.05,
